DESCRIPTION,LOCATION,MANUFACTURER,MODEL,YEAR,FUEL TYPE,KMS DRIVEN,PRICE
Volkswagen Vento 1.6,Mumbai,Volkswagen,Vento,2011,Petrol,21100,450000
2014 Maruti Suzuki Eeco cng 66000 Kms,Mumbai,Maruti Suzuki,Eeco,2014,CNG & Hybrids,66000,325000
My personal Hyundai I20 Asta Deisel CRDI 1.4 (without system),Mumbai,Hyundai,I20,2010,Diesel,69500,380000
Well maintained and good condition,Mumbai,Nissan,Sunny,2015,Diesel,56000,550000
2012 Audi A4 2.0TDI Premium Model,Mumbai,Audi,A4,2012,Diesel,45000,2200000
Car chevrolet spark lt model on sell,Mumbai,Chevrolet,Spark,2010,Petrol,43500,200000
Skoda laura 2011 new shape absolute brand new condition,Mumbai,Skoda,Laura,2011,Diesel,60000,820000
Maruti Suzuki Eeco cng 27000 Kms 2012 year,Mumbai,Maruti Suzuki,Eeco,2012,CNG & Hybrids,27000,250000
"Dec 2010 Hyundai I10 Sports, A Red colour, 1st owner, 8000 kms run.",Mumbai,Hyundai,I10,2010,Petrol,8000,315000
Maruti Suzuki Alto petrol 20500 Kms 2010 year,Mumbai,Maruti Suzuki,Alto,2010,Petrol,20500,175000
I want to sale my car wagonr lxi petrol,Mumbai,Maruti Suzuki,Wagon R 1.0,2015,Petrol,11800,380000
T permit tavera 2011/ nov.,Mumbai,Chevrolet,Tavera,2011,Diesel,200000,400000
2011 Mahindra Scorpio diesel 54000 Kms,Mumbai,Mahindra,Scorpio,2011,Diesel,54000,600000
merc C-220,Mumbai,Mercedes-Benz,C Class,2010,Diesel,65000,1200000
Tata Indica Ev2 LX top modal diesel 49000 Kms 2012 year,Mumbai,Tata,Indica Ev2,2012,Diesel,49000,130000
Hyundai I20 Asta Manual 2010,Mumbai,Hyundai,I20,2010,CNG & Hybrids,60300,335000
2011 Honda City petrol 45000 Kms,Mumbai,Honda,City,2011,Petrol,45000,435000
Mahindra Bolero (make Year 2014) (diesel),Mumbai,Mahindra,Bolero,2014,Diesel,26300,660000
xylo at the best,Mumbai,Mahindra,Xylo,2012,Diesel,160000,375000
Paise ki zarurat hai,Mumbai,Maruti Suzuki,Eeco,2012,CNG & Hybrids,72000,248000
tata indigo manza saphire 90 (petrol),Mumbai,Tata,Manza,2010,Petrol,32800,180000
2012 Maruti Suzuki Eeco cng 40000 Kms,Mumbai,Maruti Suzuki,Eeco,2012,CNG & Hybrids,40000,280000
"2014 Diesel Duster, recently serviced, very well maintained",Mumbai,Renault,Duster,2014,Diesel,42000,685000
Indica vista T parmit,Mumbai,Tata,Indica Vista,2014,Diesel,85000,245000
2014 Maruti Suzuki Ciaz diesel 29000 Kms,Mumbai,Maruti Suzuki,Ciaz,2014,Diesel,29000,760000
Brand New condition TOP MODEL Ciaz ZDI+ SHVS (Hybrid) available,Mumbai,Maruti Suzuki,Ciaz,2016,Diesel,485,1400000
Skoda Laura (make Year 2012) (diesel),Mumbai,Skoda,Laura,2012,Diesel,39110,875000
2010 Volkswagen Vento petrol 89000 Kms,Mumbai,Volkswagen,Vento,2010,Petrol,89000,380000
2010 Hyundai I20 diesel 61000 Kms,Mumbai,Hyundai,I20,2010,Diesel,61000,395000
Hyundai i20 2nd owner,Mumbai,Hyundai,I20,2010,Petrol,55000,268000
Toyota Innova diesel 9500 Kms 2015 year,Mumbai,Toyota,Innova,2015,Diesel,9500,1600000
CAR Audi Q7 top model premium plus Tecnology,Mumbai,Audi,Q7,2014,Diesel,39000,4300000
2014 Chevrolet Sail Uva petrol 8000 Kms,Mumbai,Chevrolet,Sail Uva,2014,Petrol,8000,315000
Ms Eeco 2012 Grey color,Mumbai,Maruti Suzuki,Eeco,2012,Petrol,11000,280000
Honda Civic 1.8v Mt (make Year 2010) (petrol),Mumbai,Honda,Civic,2010,Petrol,41193,525000
Volkswagen Vento Comfortline Petrol (make Year 2012) (diesel,Mumbai,Volkswagen,Vento,2012,Diesel,63990,555000
Volkswagen Vento Trendline Petrol (make Year 2011) (petrol),Mumbai,Volkswagen,Vento,2011,Petrol,47797,445000
Hyundai Verna Fluidic 1.6 Crdi Sx (make Year 2014) (diesel),Mumbai,Hyundai,Verna,2014,Diesel,44453,965000
Honda Jazz Active (make Year 2011) (petrol),Mumbai,Honda,Jazz,2011,Petrol,48865,445000
x1 bmw almost brand new condition white colour,Mumbai,BMW,X1,2012,Diesel,56000,1600000
Top end dzire zxi petrol 2015,Mumbai,Maruti Suzuki,Swift Dzire,2015,Petrol,5600,725000
Ford ecosport 1.5 Trend Diesel,Mumbai,Ford,Ecosport,2015,Diesel,11000,860000
2010 Maruti Suzuki Alto petrol 56000 Kms,Mumbai,Maruti Suzuki,Alto,2010,Petrol,56000,150000
T-permit innova,Mumbai,Toyota,Innova,2012,Diesel,150000,730000
2012 Toyota Fortuner diesel 38000 Kms,Mumbai,Toyota,Fortuner,2012,Diesel,38000,1600000
Tata Safari Ex 4x2 BS 4 Oct 2011,Mumbai,Tata,Safari,2011,Diesel,32000,600000
Toyota Corolla Altis 1.8 Gl (make Year 2010) (cng),Mumbai,Toyota,Corolla Altis,2010,CNG & Hybrids,59000,429000
Ecco maruti suzuki,Mumbai,Maruti Suzuki,Eeco,2012,CNG & Hybrids,73000,240000
Mercedzes A-180,Mumbai,Mercedes-Benz,A Class,2016,Petrol,8500,2600000
Hyundai i20 Sports Single Owner Just 31000KM New Tyres,Mumbai,Hyundai,I20,2011,Petrol,31000,355000
Jeeta 2010 .11,Mumbai,Volkswagen,Jetta,2011,Petrol,61000,435000
Chevrolet spark,Mumbai,Chevrolet,Spark,2011,Petrol,46000,150000
Mahindra Xylo E4 Single Owner,Mumbai,Mahindra,Xylo,2010,Diesel,148000,444000
Safari Dicor 4x2 Diesel,Mumbai,Tata,Grande Dicor,2010,Diesel,66000,400000
Immediate Sale POLO,Mumbai,Volkswagen,Polo,2011,Diesel,75000,330000
2011 BMW 5 Series diesel 67000 Kms,Mumbai,BMW,5 Series,2011,Diesel,67000,1851000
Audi A6 diesel 7000 Kms 2013 year,Mumbai,Audi,A6,2013,Diesel,7000,3200000
Tata Manza Aura Abs Safire Bs-iv (make Year 2011) (petrol),Mumbai,Tata,Manza,2011,Petrol,71094,245000
Ford Figo Duratorq Diesel Zxi 1.4 (make Year 2012) (diesel),Mumbai,Ford,Figo,2016,Diesel,69000,300000
hyundai i10 magna 2011 first owner 33km excellent condition,Mumbai,Hyundai,I10,2011,Petrol,33000,270000
Tata Indica Vista petrol 29449 Kms 2011 year,Mumbai,Tata,Indica Vista,2011,Petrol,29449,350000
Tourist T Permit WagonR available Company fitted CNG 2015 model,Mumbai,Maruti Suzuki,Wagon R,2015,CNG & Hybrids,55000,364000
Red Huyndai i20 magna,Mumbai,Hyundai,I20,2010,Petrol,64000,350000
Yeti Top Model 2011,Mumbai,Skoda,Yeti,2011,Diesel,90000,750000
Maruti Suzuki Sx4 diesel 53000 Kms 2012 year,Mumbai,Maruti Suzuki,Sx4,2012,Diesel,53000,465000
i want to sale my hyundai verna,Mumbai,Hyundai,Verna,2014,Diesel,30000,650000
Final price nt a single penny less swift vdi 2010 single owner 53000km,Mumbai,Maruti Suzuki,Swift,2010,Diesel,52900,295000
2016 Hyundai Xcent diesel 35000 Kms,Mumbai,Hyundai,Xcent,2016,Diesel,35000,600000
Fiat Linea Emotion 1.4 (make Year 2010) (petrol),Mumbai,Fiat,Linea,2010,Petrol,51000,215000
Honda mobilio 7 seater,Mumbai,Honda,Mobilio,2014,Diesel,63000,799999
Am shifting puna transfer 5 year,Mumbai,Maruti Suzuki,Eeco,2013,CNG & Hybrids,48000,310000
fiat garand punto 1.4,Mumbai,Fiat,Grand Punto,2011,Petrol,12152,170000
2014 Toyota Innova diesel 33000 Kms,Mumbai,Toyota,Innova,2014,Diesel,33000,1251000
## Swift dezire ##,Mumbai,Maruti Suzuki,Swift Dzire,2010,Petrol,73000,325000
Maruti suzuki wagonR LXI CNg +,Mumbai,Maruti Suzuki,Wagon R 1.0,2014,CNG & Hybrids,37000,361000
Volkswagen polo highline 1.2 petrol,Mumbai,Volkswagen,Polo,2015,Petrol,21000,585000
Honda Brio petrol 27000 Kms 2012 year,Mumbai,Honda,Brio,2012,Petrol,27000,369999
wanted to sell innova,Mumbai,Toyota,Innova,2011,Diesel,132000,800000
Honda City 1.5 V Mt (make Year 2010) (petrol),Mumbai,Honda,City,2010,Petrol,75000,435000
Honda City 1.5 V At (make Year 2010) (petrol),Mumbai,Honda,City,2010,Petrol,36000,550000
2014 t permit indica ev2 all paper valid,Mumbai,Tata,Indica E V2,2014,Diesel,60000,275000
VW Jetta Top End Model Manual,Mumbai,Volkswagen,Jetta,2012,Diesel,120000,850000
Toyota Corolla Altis diesel 132392 Kms 2010 year,Mumbai,Toyota,Corolla Altis,2010,Diesel,132392,600000
2013 Hyundai verna sx (o) automatic diesel,Mumbai,Hyundai,Verna,2013,Diesel,35000,800000
Megna I-20,Mumbai,Hyundai,Elite I20,2010,Petrol,44000,230000
Tata Indica EV2 (T Permit),Mumbai,Tata,Indica E V2,2015,Diesel,15000,425000
Mahindra Xuv500 diesel 112000 Kms 2011 year,Mumbai,Mahindra,Xuv500,2011,Diesel,112000,690000
"Nano Xta Automatic 2015 Model, Owner 1st, Km 3860,colour Red,",Mumbai,Tata,Nano,2015,Petrol,3860,250000
2014 Toyota Fortuner Automatic diesel 30000 Kms,Mumbai,Toyota,Fortuner,2014,Diesel,30000,2100000
mujhe swift car chahiye t permit me contact karo mujhe,Mumbai,Maruti Suzuki,Swift,2016,Diesel,1000,500000
Mercedes Benz C230,Mumbai,Mercedes-Benz,C Class,2012,Petrol,52000,1299000
Maruti Suzuki Eeco,Mumbai,Maruti Suzuki,Eeco,2012,CNG & Hybrids,96016,210000
2011 Honda City petrol 62000 Kms,Mumbai,Honda,City,2011,Petrol,62000,500000
Tata Nano petrol 31200 Kms 2012 year,Mumbai,Tata,Nano,2012,Petrol,31200,79000
BMW X5 7 Seater top up model,Mumbai,BMW,X5,2014,Diesel,35000,5760000
Tata Safari. 2012 June.Only 25000.Km.Done. in New Condition,Mumbai,Tata,Safari,2012,Diesel,25000,625000
Ford Figo Diesel ZXI 2012,Mumbai,Ford,Figo,2012,Diesel,45500,315000
Maruti SUZUKI sx4,Mumbai,Maruti Suzuki,Sx4,2011,CNG & Hybrids,105000,250000
Tata sumo gold. 2012. Diesel. Mint condition.,Mumbai,Tata,Sumo Gold,2012,Diesel,169000,385000
Tata indigo ecs lx top model final price 265000,Mumbai,Tata,Indigo Ecs,2013,Diesel,176000,270000
2011 Hyundai Santro Xing petrol 59000 Kms,Mumbai,Hyundai,Santro Xing,2011,Petrol,59000,211000
2012 Honda City petrol 50500 Kms,Mumbai,Honda,City,2012,Petrol,50500,700000
"Toyota Fortuner 3.0L 4x2 Manual (Diesel) Price at 17,55laks Fully load",Mumbai,Toyota,Fortuner,2013,Diesel,62335,1755000
Alto K10 CNG for only 220000/-,Mumbai,Maruti Suzuki,Alto,2011,CNG & Hybrids,68000,220000
BMW X5 Xdrive 30d,Mumbai,BMW,X5,2010,Diesel,98325,6000000
Land Cruiser Prado Vxl,Mumbai,Toyota,Land Cruiser Prado,2010,Diesel,100000,6500000
Brand new Hyundai sonata fluidic Gdi New shape,Mumbai,Hyundai,Sonata,2012,Petrol,35000,850000
Familly car swift vdi 2011.less driven mint condition,Mumbai,Maruti Suzuki,Swift,2011,Diesel,32377,400000
Hyundai i20 Asta 1.4 CRDi (Sunroof & 10 Airbags),Mumbai,Hyundai,I20,2010,Diesel,59000,450000
Hyundai Verna diesel 67599 Kms 2010 year,Mumbai,Hyundai,Verna,2010,Diesel,67599,385000
Maruti Suzuki Swift diesel 82000 Kms 2010 year,Mumbai,Maruti Suzuki,Swift,2010,Diesel,82000,390000
Vw jetta highline top model automatic transmission,Mumbai,Volkswagen,Jetta,2010,Diesel,58000,585000
Maruti Suzuki Swift Dzire,Mumbai,Maruti Suzuki,Swift Dzire,2011,Petrol,54000,395000
Chevrolet beat diesel,Mumbai,Chevrolet,Beat,2011,Diesel,52000,279000
Need to buy Secondhand car first owner WAGONR 2013 or later year model,Mumbai,Maruti Suzuki,Wagon R,2013,CNG & Hybrids,40000,280000
Parsi owned showroom condition Verna Automatic Car,Mumbai,Hyundai,Verna,2014,Diesel,8500,1150000
2010 Hyundai I20 petrol 38000 Kms,Mumbai,Hyundai,I20,2010,Petrol,38000,350000
hyundai 120 sell,Mumbai,Hyundai,I20,2011,Petrol,85000,275000
Spanking condition Honda Mobilio(V-Option) from Top MNC Honcho,Mumbai,Honda,Mobilio,2014,Petrol,966,775000
Hyundai I20 (make Year 2013) (petrol),Mumbai,Hyundai,I20,2013,Petrol,49162,475000
Passat comfortline automatic 2011,Mumbai,Volkswagen,Passat,2011,Diesel,70100,1105000
Hyundai I20 (make Year 2013) (petrol),Mumbai,Hyundai,I20,2013,Petrol,49162,475000
New 2016 Chevrolet Beat (with T Permit) 8000 kms. 2 months Old,Mumbai,Chevrolet,Beat,2016,CNG & Hybrids,8000,530000
Maruti Suzuki Sx4 Zxi,Mumbai,Maruti Suzuki,Sx4,2010,Petrol,70000,310000
2010 Honda City petrol 70000 Kms,Mumbai,Honda,City,2010,Petrol,70000,520000
2011 Maruti Suzuki Swift Dzire petrol 61000 Kms NO CHEAP OFFERS,Mumbai,Maruti Suzuki,Swift Dzire,2011,Petrol,61000,350000
Maruti suzuki SX4 zxi petrol,Mumbai,Maruti Suzuki,Sx4,2010,Petrol,29560,395000
Chevrolet Aveo cng 90000 Kms 2010 year,Mumbai,Chevrolet,Aveo,2010,CNG & Hybrids,91000,215000
Honda City petrol 25000 Kms 2012 year,Mumbai,Honda,City,2012,Petrol,25000,600000
Maruti Ertiga Vdi,Mumbai,Maruti Suzuki,Ertiga,2013,Diesel,44535,785000
Santro Xing Glx 2010,Mumbai,Hyundai,Santro,2010,Petrol,46000,210000
2013 Maruti Suzuki Wagon R 1.0 cng 28200 Kms,Mumbai,Maruti Suzuki,Wagon R 1.0,2013,CNG & Hybrids,28200,375000
Hyundai I10 (make Year 2011) (petrol),Mumbai,Hyundai,I10,2011,Petrol,39169,360000
Toyota Etios GD,Mumbai,Toyota,Etios,2014,Diesel,82000,550000
2012 Maruti Suzuki Wagon R cng 20000 Kms,Mumbai,Maruti Suzuki,Wagon R 1.0,2012,CNG & Hybrids,20000,300000
Only Serious Buyers plz,Mumbai,Honda,Accord,2011,CNG & Hybrids,76000,875000
Hundai i20 sports ABS,Mumbai,Hyundai,I20,2013,Petrol,25000,435000
Parking problem just buy new car...mira,Mumbai,Hyundai,Accent,2010,Petrol,69972,175000
Maruti Suzuki Swift Dzire petrol 58000 Kms 2010 year,Mumbai,Maruti Suzuki,Swift Dzire,2010,Petrol,58000,310000
2010 single full vxi,Mumbai,Maruti Suzuki,Wagon R,2010,Petrol,47000,225000
Single owner driven 1.4L Diesel Ford Figo titanium,Mumbai,Ford,Figo,2011,Diesel,41500,305000
Maruti Swift Dzire 2012 Very Good Condition,Mumbai,Maruti Suzuki,Swift Dzire,2012,Petrol,33000,380000
2011 Hyundai I20 petrol 57000 Kms,Mumbai,Hyundai,I20,2011,Petrol,57000,400000
Chevrolet Enjoy 8 seater 2014 Diesel Single Owner,Mumbai,Chevrolet,Enjoy,2014,Diesel,57000,525000
Mahindra Bolero ZLX top model 06.09.2014,Mumbai,Mahindra,Bolero,2014,Diesel,19500,600000
Chevrolet Beat petrol 58000 Kms 2011 year,Mumbai,Chevrolet,Beat,2011,Petrol,58000,220000
Car Red Tata Manza fantastic condition,Mumbai,Tata,Manza,2010,Petrol,60000,250000
Hyundai I10 ERA Model 2010 in Excellent Condition,Mumbai,Hyundai,I10,2010,Petrol,48000,195000
2010 Hyundai I20 petrol 35000 Kms,Mumbai,Hyundai,I20,2010,Petrol,35000,325000
2013 Diesel Ford EcoSport Top Model Immaculate condition,Mumbai,Ford,Ecosport,2013,Diesel,78114,749995
2016 Tata indica ev2 lx diesel tourist car,Mumbai,Tata,Indica E V2,2016,Diesel,16000,460000
Chevrolet Cruze diesel engine 2011,Mumbai,Chevrolet,Cruze,2011,Petrol,63585,650000
Tata Indica Vista petrol 29449 Kms 2011 year,Mumbai,Tata,Indica Vista,2011,Petrol,29449,350000
Toyota Innova G4 Diesel 8 Seater,Mumbai,Toyota,Innova,2010,Diesel,154000,725000
Swift dzire vdi,Mumbai,Maruti Suzuki,Swift Dzire,2011,Diesel,86000,380000
2013 Maruti Suzuki Swift Dzire diesel 100000 Kms,Mumbai,Maruti Suzuki,Swift Dzire,2013,Diesel,100000,420000
maruti suzuki eeco,Mumbai,Maruti Suzuki,Eeco,2010,Petrol,48098,230000
Hyundai Verna Fluidic 1.6 Vtvt Sx (make Year 2013) (petrol),Mumbai,Hyundai,Verna,2013,Petrol,20000,800000
Skoda supab manual car,Mumbai,Skoda,Superb,2012,Petrol,27736,925000
T permit Hyundai xcent,Mumbai,Hyundai,Xcent,2016,Diesel,35000,600000
Hyundai Grand i10 Sportz,Mumbai,Hyundai,Grand I 10,2014,Diesel,34000,511111
2012 Maruti Suzuki Ertiga diesel 93500 Kms,Mumbai,Maruti Suzuki,Ertiga,2012,Diesel,93500,600000
2012 Swift Vdi White / Diesel /1 Owner / Mumbai Reg / Service Records,Mumbai,Maruti Suzuki,Swift,2012,Diesel,70000,430000
Altis Diesel 2nd top model 2010 Single Toyota Corolla,Mumbai,Toyota,Corolla Altis,2010,Diesel,66671,699995
2011 Hyundai I20 petrol 18600 Kms,Mumbai,Hyundai,I20,2011,Petrol,18600,375000
Alto 800 car lxi,Mumbai,Maruti Suzuki,Alto 800,2014,CNG & Hybrids,21500,340000
Honda City 1.5 V MT petrol 58000 Kms 2011 year,Mumbai,Honda,City,2011,Petrol,58000,499000
Maruti Suzuki Ertiga Vxi Cng (make Year 2015) (cng),Mumbai,Maruti Suzuki,Ertiga,2015,CNG & Hybrids,24373,775000
Maruti Ertiga vdi,Mumbai,Maruti Suzuki,Ertiga,2012,Diesel,88215,625000
Zxi diesel in gud condition,Mumbai,Ford,Figo,2012,Diesel,98000,270000
Showroom Condition Scratchless Chevrolet Beat LT 2011 only 9200 km,Mumbai,Chevrolet,Beat,2011,Petrol,9200,285000
2010 Corolla Altis,Mumbai,Toyota,Corolla Altis,2010,Petrol,58000,475000
Bmw 3 Series (make Year 2013) (diesel),Mumbai,BMW,3 Series,2013,Diesel,87441,2400000
Skoda laura 2010,Mumbai,Skoda,Laura,2010,Diesel,72000,390000
Accent Executive 2010 Sep urgent sale sequential CNG,Mumbai,Hyundai,Accent,2010,Petrol,43000,190000
"Hyundai Verna Fluidic 4S ( Manual, Diesel) - As good as new",Mumbai,Hyundai,Verna,2015,Diesel,15500,990000
Swift Ldi vasai registration 2010 model,Mumbai,Maruti Suzuki,Swift,2010,Diesel,99000,350000
Hyundai I20 Magna 2011,Mumbai,Hyundai,I20,2011,Petrol,67000,320000
2014 Volkswagen Vento petrol 21000 Kms,Mumbai,Volkswagen,Vento,2014,Petrol,21000,650000
Hyundai Verna 1.6 SX VTVT (O) AT - 2012,Mumbai,Hyundai,Verna,2012,Petrol,73000,600000
2014 Maruti Suzuki Swift petrol ZXI 29000 Kms,Mumbai,Maruti Suzuki,Swift,2014,Petrol,29000,510000
Maruti Suzuki Ertiga diesel 113000 Kms 2012 year,Mumbai,Maruti Suzuki,Ertiga,2012,Diesel,113000,450000
Hyundai I20 diesel 26000 Kms 2013 year,Mumbai,Hyundai,I20,2013,Diesel,26000,560000
Maruti SX4 on sell,Mumbai,Maruti Suzuki,Sx4,2010,Petrol,41000,350000
Top end Model TATA NANO -Shining Silver grey,Mumbai,Tata,Nano,2010,Petrol,25000,87000
Chevrolet Beat LS only 23056 kilometers used,Mumbai,Chevrolet,Beat,2011,Petrol,23056,210000
Tata Zest XMS RT90PS Petrol,Mumbai,Tata,Zest,2015,Petrol,26000,590000
"ML350 with AMG Wheels. Excellent condition, Single hand use",Mumbai,Mercedes-Benz,M Class,2010,Diesel,46000,2800000
2015 Hyundai I20 diesel 14000 Kms,Mumbai,Hyundai,I20,2015,Diesel,14000,925000
Tata Indica V2 diesel 15000 Kms 2016 year,Mumbai,Tata,Indica V2,2016,Diesel,15000,150000
Hyundai I20 (make Year 2011) (petrol),Mumbai,Hyundai,I20,2011,Petrol,43037,375000
2010 Chevrolet Beat LS 1st Owner Original Paint scratchless car,Mumbai,Chevrolet,Beat,2010,Petrol,60000,229000
Hyundai I20 (make Year 2011) (petrol),Mumbai,Hyundai,I20,2011,Petrol,43037,375000
Tata Indigo Cs (make Year 2010) (petrol),Mumbai,Tata,Indigo Cs,2010,Petrol,17000,205000
Mitsubishi Pajero 2010. 2nd owner car. Excellent running Condition.,Mumbai,Mitsubishi,Pajero,2010,Diesel,79000,795000
"Maruti suzuki Eeco petrol ,cng company fitted 5 seater",Mumbai,Maruti Suzuki,Eeco,2011,CNG & Hybrids,66000,225000
Maruti swift dezair good cundisan,Mumbai,Maruti Suzuki,Swift Dzire,2011,CNG & Hybrids,76000,260000
I want to sell my excellent condition 2012 Swift Dzire Vxi,Mumbai,Maruti Suzuki,Swift Dzire,2012,Petrol,40000,450000
2010 Ford Figo petrol 25000 Kms,Mumbai,Ford,Figo,2010,Petrol,25000,250000
2014 Audi Q3 diesel 43000km,Mumbai,Audi,Q3,2014,Diesel,43000,2700000
"Hyundai Eon Era - Purchased January 2012 for sale Rs.250,000",Mumbai,Hyundai,Eon,2011,Petrol,5000,250000
FORD Ecosport Trend 1.5 TDCI Diesel,Mumbai,Ford,Ecosport,2013,Diesel,320000,730000
Only 21000 km singal owner,Mumbai,Tata,Nano,2011,Petrol,21539,59999
Maruti Suzuki Ertiga diesel 121300 Kms 2012 year,Mumbai,Maruti Suzuki,Gypsy,2012,CNG & Hybrids,121000,450000
2013 Chevrolet Sail diesel 92000 Kms,Mumbai,Chevrolet,Sail,2013,Diesel,92000,351000
Hyundai I10 (make Year 2011) (petrol),Mumbai,Hyundai,I10,2011,Petrol,60458,310000
Mahindra Xylo E8,Mumbai,Mahindra,Xylo,2011,Diesel,86000,430000
"Audi A4 Tdi, Only 20000 kms. Regd in Jan 2013.",Mumbai,Audi,A4,2013,Diesel,20000,2300000
WagonR 2011 july model,Mumbai,Maruti Suzuki,Wagon R,2011,Petrol,35500,260000
Ford figo zxi diesel,Mumbai,Ford,Figo,2012,Diesel,98000,250000
Maruti Suzuki Wagon R 1.0 (make Year 2012) (petrol),Mumbai,Maruti Suzuki,Wagon R 1.0,2012,Petrol,56977,335000
2010 Maruti Suzuki Swift Dzire petrol 58000 Kms,Mumbai,Maruti Suzuki,Swift Dzire,2010,Petrol,58000,310000
Nano lx 2010 model,Mumbai,Tata,Nano,2010,Petrol,27000,47000
Polo Diesel 2011 Singal Mumbai,Mumbai,Volkswagen,Polo,2011,Diesel,41000,375000
2014 Ford Figo petrol 15276 Kms,Mumbai,Ford,Figo,2014,Petrol,15276,550000
Maruti Suzuki Eeco with CNG company fitted 2011 1st owner,Mumbai,Maruti Suzuki,Eeco,2011,CNG & Hybrids,57000,235000
Borivali East near Tata power,Mumbai,Hyundai,I10,2011,Petrol,45000,330000
Polo- Volkswagen- 2012 reg.,Mumbai,Volkswagen,Polo,2012,Petrol,45000,300000
Rapid 1.6 Elegance,Mumbai,Skoda,Rapid,2012,Diesel,78000,575000
It's a tata car IndigoeCS (t permit)Car model is,Mumbai,Tata,Indigo Ecs,2015,CNG & Hybrids,2844,450000
Hyundai Eon D Lite Plus,Mumbai,Hyundai,Eon,2014,Petrol,20000,250000
Mercedes-benz C-class 250 Cdi Avantgarde (make Year 2011) (d,Mumbai,Mercedes-Benz,C Class,2011,Diesel,70000,1599000
FORD Figo in excellent condition,Mumbai,Ford,Figo,2012,Diesel,53000,400000
2011. Diesel ldi Swift dzire,Mumbai,Maruti Suzuki,Swift Dzire,2011,Diesel,130000,320000
"Car for sale Good Milage, well maintained, great condition",Mumbai,Chevrolet,Beat,2010,CNG & Hybrids,96500,276000
Fluidic Verna Top Model,Mumbai,Hyundai,Verna,2013,Diesel,48000,745000
Maruti Suzuki Wagon R cng 51000 Kms 2010 year,Mumbai,Maruti Suzuki,Wagon R,2010,CNG & Hybrids,51000,215000
Maruti Suzuki Wagon R 1.0 (make Year 2012) (petrol),Mumbai,Maruti Suzuki,Wagon R 1.0,2012,Petrol,56977,335000
2013 Tavera excellent condition,Mumbai,Chevrolet,Tavera,2013,Diesel,96000,560000
2011 toyota innova top model,Mumbai,Toyota,Innova,2011,Diesel,99000,895000
Maruti omni van,Mumbai,Maruti Suzuki,Omni,2010,CNG & Hybrids,50302,167000
Audi Q3 diesel 46000 Kms 2013 model,Mumbai,Audi,Q3,2012,Diesel,46000,2400000
Maruti Ertiga- VDI,Mumbai,Maruti Suzuki,Ertiga,2014,Diesel,50000,750000
2012 Hyundai Verna diesel 41000 Kms,Mumbai,Hyundai,Verna,2012,Diesel,41000,725000
2011 Mercedes-Benz E Class diesel 40000 Kms,Mumbai,Mercedes-Benz,E Class,2011,Diesel,40000,2900000
Zdi Swift dzire,Mumbai,Maruti Suzuki,Swift Dzire,2014,Diesel,43000,651000
Tata Indigo Cs White Colour Car,Mumbai,Tata,Indigo Cs,2010,Petrol,100400,125000
Innova 2011 second owner,Mumbai,Toyota,Innova,2011,Diesel,104000,750000
scorpio vip no 7171 second owner,Mumbai,Mahindra,Scorpio,2010,Diesel,95000,475000
Hyundai Accent cng 150000 Kms 2011 year,Mumbai,Hyundai,Accent,2011,CNG & Hybrids,150000,85000
Excellent Condition - Urgent Sale - Honda City,Mumbai,Honda,City,2013,Petrol,19500,715000
Ford Figo Duratec Petrol Zxi 1.2 (make Year 2010) (cng),Mumbai,Ford,Figo,2010,CNG & Hybrids,45000,210000
2010 Toyota Innova diesel 76230 Kms,Mumbai,Toyota,Innova,2010,Diesel,76230,725000
Renault Duster (make Year 2013) (diesel),Mumbai,Renault,Duster,2013,Diesel,45114,790000
2011 Mercedes-Benz C Class diesel 61321 Kms,Mumbai,Mercedes-Benz,C Class,2011,Diesel,61321,1550000
I want to sell my etios,Mumbai,Toyota,Etios,2012,Petrol,60000,425000
black beauty laura L&K top end with scretchless condition,Mumbai,Skoda,Laura,2010,Diesel,78000,599999
Parsee owned Ford Ecosport diesel 5985 Kms bought on 4th Feb 2016,Mumbai,Ford,Ecosport,2016,Diesel,5650,1050000
Volkswagen Polo highline 1.6 make year 2011,Mumbai,Volkswagen,Polo,2011,Petrol,55000,365000
Honda Brio S Mt (make Year 2012) (cng),Mumbai,Honda,Brio,2012,CNG & Hybrids,65000,311000
2011 Bmw 320d Highline Limited Edition.,Mumbai,BMW,3 Series,2011,Diesel,82000,1650000
2014 Tata Nano LX petrol 5000 Kms,Mumbai,Tata,Nano,2014,Petrol,5000,167786
